"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","Ceremony","CeremonyYear"
"Best Foreign Film",NA,"Hugh Hudson","Event-7-1981","tt0082158","Chariots of Fire","nm0399853","Hugh Hudson",NA,NA,"007","1981"
"Best Music","Winner","Randy Newman","Event-7-1981","tt0082970","Ragtime","nm0005271","Randy Newman",NA,NA,"007","1981"
"Best Music",NA,"Vangelis","Event-7-1981","tt0082158","Chariots of Fire","nm0006331","Vangelis",NA,NA,"007","1981"
"Best Picture","Winner",NA,"Event-7-1981","tt0080388","Atlantic City",NA,NA,NA,NA,"007","1981"
"Best Picture",NA,NA,"Event-7-1981","tt0082979","Reds",NA,NA,NA,NA,"007","1981"
"Best Screenplay","Winner","John Guare","Event-7-1981","tt0080388","Atlantic City","nm0345359","John Guare",NA,NA,"007","1981"
"Best Screenplay",NA,"Trevor Griffiths, Warren Beatty","Event-7-1981","tt0082979","Reds","nm0341767","Trevor Griffiths",NA,NA,"007","1981"
"Best Screenplay",NA,"Trevor Griffiths, Warren Beatty","Event-7-1981","tt0082979","Reds","nm0000886","Warren Beatty",NA,NA,"007","1981"
"Best Supporting Actor","Winner","Arthur","Event-7-1981","tt0082031","Arthur","nm0000024","John Gielgud",NA,NA,"007","1981"
"Best Supporting Actor",NA,"Reds","Event-7-1981","tt0082979","Reds","nm0000197","Jack Nicholson",NA,NA,"007","1981"
"Best Supporting Actress","Winner","Reds","Event-7-1981","tt0082979","Reds","nm0822972","Maureen Stapleton",NA,NA,"007","1981"
"Best Supporting Actress",NA,"Absence of Malice","Event-7-1981","tt0081974","Absence of Malice","nm0227039","Melinda Dillon",NA,NA,"007","1981"
"Best Actor","Winner","Gandhi","Event-8-1982","tt0083987","Gandhi","nm0001426","Ben Kingsley",NA,NA,"008","1982"
"Best Actor",NA,"My Favorite Year","Event-8-1982","tt0084370","My Favorite Year","nm0000564","Peter O'Toole",NA,NA,"008","1982"
"Best Actress","Winner","Sophie's Choice","Event-8-1982","tt0084707","Sophie's Choice","nm0000658","Meryl Streep",NA,NA,"008","1982"
"Best Actress",NA,"Frances","Event-8-1982","tt0083967","Frances","nm0001448","Jessica Lange",NA,NA,"008","1982"
"Best Cinematography","Winner","Jordan Cronenweth","Event-8-1982","tt0083658","Blade Runner","nm0005675","Jordan Cronenweth",NA,NA,"008","1982"
"Best Cinematography",NA,"Andrzej Bartkowiak","Event-8-1982","tt0084855","The Verdict","nm0005647","Andrzej Bartkowiak",NA,NA,"008","1982"
"Best Director","Winner","E.T. the Extra-Terrestrial","Event-8-1982","tt0083866","E.T. the Extra-Terrestrial","nm0000229","Steven Spielberg",NA,NA,"008","1982"
"Best Director",NA,"Gandhi","Event-8-1982","tt0083987","Gandhi","nm0000277","Richard Attenborough",NA,NA,"008","1982"
"Best Foreign Film","Winner","George Miller","Event-8-1982","tt0082694","The Road Warrior","nm0004306","George Miller",NA,NA,"008","1982"
"Best Foreign Film",NA,"John Mackenzie","Event-8-1982","tt0081070","The Long Good Friday","nm0533334","John Mackenzie",NA,NA,"008","1982"
"Best Music","Winner","James Horner, Gus Loundermon (as The Busboys), Brian O'Neal (as The Busboys), Kevin O'Neal (as The Busboys)","Event-8-1982","tt0083511","48 Hrs.","nm0000035","James Horner",NA,NA,"008","1982"
"Best Music","Winner","James Horner, Gus Loundermon (as The Busboys), Brian O'Neal (as The Busboys), Kevin O'Neal (as The Busboys)","Event-8-1982","tt0083511","48 Hrs.","nm1464659","Gus Loundermon",NA,NA,"008","1982"
"Best Music","Winner","James Horner, Gus Loundermon (as The Busboys), Brian O'Neal (as The Busboys), Kevin O'Neal (as The Busboys)","Event-8-1982","tt0083511","48 Hrs.","nm1110359","Brian O'Neal",NA,NA,"008","1982"
"Best Music","Winner","James Horner, Gus Loundermon (as The Busboys), Brian O'Neal (as The Busboys), Kevin O'Neal (as The Busboys)","Event-8-1982","tt0083511","48 Hrs.","nm1461898","Kevin O'Neal",NA,NA,"008","1982"
"Best Music",NA,"John Williams","Event-8-1982","tt0083866","E.T. the Extra-Terrestrial","nm0002354","John Williams",NA,NA,"008","1982"
"Best Picture","Winner",NA,"Event-8-1982","tt0083866","E.T. the Extra-Terrestrial",NA,NA,NA,NA,"008","1982"
"Best Picture",NA,NA,"Event-8-1982","tt0083987","Gandhi",NA,NA,NA,NA,"008","1982"
"Best Screenplay","Winner","Larry Gelbart, Murray Schisgal","Event-8-1982","tt0084805","Tootsie","nm0312205","Larry Gelbart",NA,NA,"008","1982"
"Best Screenplay","Winner","Larry Gelbart, Murray Schisgal","Event-8-1982","tt0084805","Tootsie","nm0772003","Murray Schisgal",NA,NA,"008","1982"
"Best Screenplay",NA,"Barry Levinson","Event-8-1982","tt0083833","Diner","nm0001469","Barry Levinson",NA,NA,"008","1982"
"Best Supporting Actor","Winner","The World According to Garp","Event-8-1982","tt0084917","The World According to Garp","nm0001475","John Lithgow",NA,NA,"008","1982"
"Best Supporting Actor",NA,"The Verdict","Event-8-1982","tt0084855","The Verdict","nm0000051","James Mason",NA,NA,"008","1982"
"Best Supporting Actress","Winner","The World According to Garp","Event-8-1982","tt0084917","The World According to Garp","nm0000335","Glenn Close",NA,NA,"008","1982"
"Best Supporting Actress",NA,"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean","Event-8-1982","tt0083745","Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean","nm0000333","Cher",NA,NA,"008","1982"
"Best Actor","Winner","Tender Mercies","Event-9-1983","tt0086423","Tender Mercies","nm0000380","Robert Duvall",NA,NA,"009","1983"
"Best Actor",NA,"Reuben, Reuben","Event-9-1983","tt0084591","Reuben, Reuben","nm0002018","Tom Conti",NA,NA,"009","1983"
"Best Actress","Winner","Terms of Endearment","Event-9-1983","tt0086425","Terms of Endearment","nm0000511","Shirley MacLaine",NA,NA,"009","1983"
"Best Actress",NA,"Testament","Event-9-1983","tt0086429","Testament","nm0000737","Jane Alexander",NA,NA,"009","1983"
"Best Cinematography","Winner","Sven Nykvist","Event-9-1983","tt0083922","Fanny and Alexander","nm0005815","Sven Nykvist",NA,NA,"009","1983"
"Best Cinematography",NA,"Hiro Narita","Event-9-1983","tt0086005","Never Cry Wolf","nm0005812","Hiro Narita",NA,NA,"009","1983"
"Best Director","Winner","Terms of Endearment","Event-9-1983","tt0086425","Terms of Endearment","nm0000985","James L. Brooks",NA,NA,"009","1983"
"Best Director",NA,"Tender Mercies","Event-9-1983","tt0086423","Tender Mercies","nm0000915","Bruce Beresford",NA,NA,"009","1983"
"Best Foreign Film","Winner","Ingmar Bergman","Event-9-1983","tt0083922","Fanny and Alexander","nm0000005","Ingmar Bergman",NA,NA,"009","1983"
"Best Foreign Film",NA,"Paolo Taviani, Vittorio Taviani","Event-9-1983","tt0084422","The Night of the Shooting Stars","nm0851752","Paolo Taviani",NA,NA,"009","1983"
"Best Foreign Film",NA,"Paolo Taviani, Vittorio Taviani","Event-9-1983","tt0084422","The Night of the Shooting Stars","nm0851754","Vittorio Taviani",NA,NA,"009","1983"
"Best Music","Winner","Philip Glass","Event-9-1983","tt0085809","Koyaanisqatsi","nm0001275","Philip Glass",NA,NA,"009","1983"
"Best Music",NA,"Billy Goldenberg","Event-9-1983","tt0084591","Reuben, Reuben","nm0006105","Billy Goldenberg",NA,NA,"009","1983"
"Best Picture","Winner",NA,"Event-9-1983","tt0086425","Terms of Endearment",NA,NA,NA,NA,"009","1983"
"Best Picture",NA,NA,"Event-9-1983","tt0086423","Tender Mercies",NA,NA,NA,NA,"009","1983"
"Best Screenplay","Winner","James L. Brooks","Event-9-1983","tt0086425","Terms of Endearment","nm0000985","James L. Brooks",NA,NA,"009","1983"
"Best Screenplay",NA,"Lawrence Kasdan, Barbara Benedek","Event-9-1983","tt0085244","The Big Chill","nm0001410","Lawrence Kasdan",NA,NA,"009","1983"
"Best Screenplay",NA,"Lawrence Kasdan, Barbara Benedek","Event-9-1983","tt0085244","The Big Chill","nm0070660","Barbara Benedek",NA,NA,"009","1983"
"Best Supporting Actor","Winner","Terms of Endearment","Event-9-1983","tt0086425","Terms of Endearment","nm0000197","Jack Nicholson",NA,NA,"009","1983"
"Best Supporting Actor",NA,"Terms of Endearment, Twilight Zone: The Movie","Event-9-1983","tt0086425","Terms of Endearment","nm0001475","John Lithgow",NA,NA,"009","1983"
"Best Supporting Actor",NA,"Terms of Endearment, Twilight Zone: The Movie","Event-9-1983","tt0086491","Twilight Zone: The Movie","nm0001475","John Lithgow",NA,NA,"009","1983"
"Best Supporting Actress","Winner","The Year of Living Dangerously","Event-9-1983","tt0086617","The Year of Living Dangerously","nm0001373","Linda Hunt",NA,NA,"009","1983"
"Best Supporting Actress",NA,"Silkwood","Event-9-1983","tt0086312","Silkwood","nm0000333","Cher",NA,NA,"009","1983"
