"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","Ceremony","CeremonyYear"
"Best Production Design",NA,"Jim Clay, Geoffrey Kirkland, Veronica Falzon","Event-32-2006","tt0206634","Children of Men","nm2297962","Veronica Falzon",NA,NA,"032","2006"
"Best Screenplay","Winner","Peter Morgan","Event-32-2006","tt0436697","The Queen","nm0604948","Peter Morgan",NA,NA,"032","2006"
"Best Screenplay",NA,"Michael Arndt","Event-32-2006","tt0449059","Little Miss Sunshine","nm1578335","Michael Arndt",NA,NA,"032","2006"
"Best Supporting Actor","Winner","The Queen","Event-32-2006","tt0436697","The Queen","nm0790688","Michael Sheen",NA,NA,"032","2006"
"Best Supporting Actor",NA,"Pan's Labyrinth","Event-32-2006","tt0457430","Pan's Labyrinth","nm0530365","Sergi López",NA,NA,"032","2006"
"Best Supporting Actress","Winner","The Death of Mr. Lazarescu","Event-32-2006","tt0456149","The Death of Mr. Lazarescu","nm0315640","Luminita Gheorghiu",NA,NA,"032","2006"
"Best Supporting Actress",NA,"Dreamgirls","Event-32-2006","tt0443489","Dreamgirls","nm1617685","Jennifer Hudson",NA,NA,"032","2006"
"Best Actor","Winner","There Will Be Blood","Event-33-2007","tt0469494","There Will Be Blood","nm0000358","Daniel Day-Lewis",NA,NA,"033","2007"
"Best Actor",NA,"Starting Out in the Evening","Event-33-2007","tt0758784","Starting Out in the Evening","nm0001449","Frank Langella",NA,NA,"033","2007"
"Best Actress","Winner","La Vie En Rose","Event-33-2007","tt0450188","La Vie En Rose","nm0182839","Marion Cotillard",NA,NA,"033","2007"
"Best Actress",NA,"4 Months, 3 Weeks and 2 Days","Event-33-2007","tt1032846","4 Months, 3 Weeks and 2 Days","nm1671512","Anamaria Marinca",NA,NA,"033","2007"
"Best Animation","Winner","Vincent Paronnaud, Marjane Satrapi","Event-33-2007","tt0808417","Persepolis","nm1749112","Vincent Paronnaud",NA,NA,"033","2007"
"Best Animation","Winner","Vincent Paronnaud, Marjane Satrapi","Event-33-2007","tt0808417","Persepolis","nm2277869","Marjane Satrapi",NA,NA,"033","2007"
"Best Animation","Winner","Brad Bird, Jan Pinkava","Event-33-2007","tt0382932","Ratatouille","nm0083348","Brad Bird",NA,NA,"033","2007"
"Best Animation","Winner","Brad Bird, Jan Pinkava","Event-33-2007","tt0382932","Ratatouille","nm0684342","Jan Pinkava",NA,NA,"033","2007"
"Best Cinematography","Winner","Janusz Kaminski","Event-33-2007","tt0401383","The Diving Bell and the Butterfly","nm0001405","Janusz Kaminski",NA,NA,"033","2007"
"Best Cinematography",NA,"Robert Elswit","Event-33-2007","tt0469494","There Will Be Blood","nm0005696","Robert Elswit",NA,NA,"033","2007"
"Best Director","Winner","There Will Be Blood","Event-33-2007","tt0469494","There Will Be Blood","nm0000759","Paul Thomas Anderson",NA,NA,"033","2007"
"Best Director",NA,"The Diving Bell and the Butterfly","Event-33-2007","tt0401383","The Diving Bell and the Butterfly","nm0773603","Julian Schnabel",NA,NA,"033","2007"
"Best Documentary/Non-Fiction Film","Winner","Charles Ferguson","Event-33-2007","tt0912593","No End in Sight","nm2480587","Charles Ferguson",NA,NA,"033","2007"
"Best Documentary/Non-Fiction Film",NA,"Michael Moore","Event-33-2007","tt0386032","Sicko","nm0601619","Michael Moore",NA,NA,"033","2007"
"Best Foreign Film","Winner","Cristian Mungiu","Event-33-2007","tt1032846","4 Months, 3 Weeks and 2 Days","nm0612816","Cristian Mungiu",NA,NA,"033","2007"
"Best Foreign Film",NA,"Julian Schnabel","Event-33-2007","tt0401383","The Diving Bell and the Butterfly","nm0773603","Julian Schnabel",NA,NA,"033","2007"
"Best Music","Winner","Glen Hansard, Markéta Irglová","Event-33-2007","tt0907657","Once","nm0360598","Glen Hansard",NA,NA,"033","2007"
"Best Music","Winner","Glen Hansard, Markéta Irglová","Event-33-2007","tt0907657","Once","nm2461627","Markéta Irglová",NA,NA,"033","2007"
"Best Music",NA,"Jonny Greenwood","Event-33-2007","tt0469494","There Will Be Blood","nm0339351","Jonny Greenwood",NA,NA,"033","2007"
"Best Picture","Winner",NA,"Event-33-2007","tt0469494","There Will Be Blood",NA,NA,NA,NA,"033","2007"
"Best Picture",NA,NA,"Event-33-2007","tt0401383","The Diving Bell and the Butterfly",NA,NA,NA,NA,"033","2007"
"Best Production Design","Winner","Jack Fisk","Event-33-2007","tt0469494","There Will Be Blood","nm0279926","Jack Fisk",NA,NA,"033","2007"
"Best Production Design",NA,"Dante Ferretti","Event-33-2007","tt0408236","Sweeney Todd: The Demon Barber of Fleet Street","nm0274721","Dante Ferretti",NA,NA,"033","2007"
"Best Screenplay","Winner","Tamara Jenkins","Event-33-2007","tt0775529","The Savages","nm0420982","Tamara Jenkins",NA,NA,"033","2007"
"Best Screenplay",NA,"Paul Thomas Anderson","Event-33-2007","tt0469494","There Will Be Blood","nm0000759","Paul Thomas Anderson",NA,NA,"033","2007"
"Best Supporting Actor","Winner","4 Months, 3 Weeks and 2 Days","Event-33-2007","tt1032846","4 Months, 3 Weeks and 2 Days","nm0412096","Vlad Ivanov",NA,NA,"033","2007"
"Best Supporting Actor",NA,"Into the Wild","Event-33-2007","tt0758758","Into the Wild","nm0001358","Hal Holbrook",NA,NA,"033","2007"
"Best Supporting Actress","Winner","Gone Baby Gone, Before the Devil Knows You're Dead","Event-33-2007","tt0452623","Gone Baby Gone","nm0752407","Amy Ryan",NA,NA,"033","2007"
"Best Supporting Actress","Winner","Gone Baby Gone, Before the Devil Knows You're Dead","Event-33-2007","tt0292963","Before the Devil Knows You're Dead","nm0752407","Amy Ryan",NA,NA,"033","2007"
"Best Supporting Actress",NA,"I'm Not There","Event-33-2007","tt0368794","I'm Not There","nm0000949","Cate Blanchett",NA,NA,"033","2007"
"Best Actor","Winner","Milk","Event-34-2008","tt1013753","Milk","nm0000576","Sean Penn",NA,NA,"034","2008"
"Best Actor",NA,"The Wrestler","Event-34-2008","tt1125849","The Wrestler","nm0000620","Mickey Rourke",NA,NA,"034","2008"
"Best Actress","Winner","Happy-Go-Lucky","Event-34-2008","tt1045670","Happy-Go-Lucky","nm1020089","Sally Hawkins",NA,NA,"034","2008"
"Best Actress",NA,"Frozen River","Event-34-2008","tt0978759","Frozen River","nm0502425","Melissa Leo",NA,NA,"034","2008"
"Best Animation","Winner","Ari Folman","Event-34-2008","tt1185616","Waltz with Bashir","nm0284369","Ari Folman",NA,NA,"034","2008"
"Best Cinematography","Winner","Nelson Lik-wai Yu","Event-34-2008","tt0859765","Still Life","nm0950454","Nelson Lik-wai Yu",NA,NA,"034","2008"
"Best Cinematography",NA,"Anthony Dod Mantle","Event-34-2008","tt1010048","Slumdog Millionaire","nm0230045","Anthony Dod Mantle",NA,NA,"034","2008"
"Best Director","Winner","Slumdog Millionaire","Event-34-2008","tt1010048","Slumdog Millionaire","nm0000965","Danny Boyle",NA,NA,"034","2008"
"Best Director",NA,"The Dark Knight","Event-34-2008","tt0468569","The Dark Knight","nm0634240","Christopher Nolan",NA,NA,"034","2008"
"Best Documentary/Non-Fiction Film","Winner","James Marsh","Event-34-2008","tt1155592","Man on Wire","nm1016428","James Marsh",NA,NA,"034","2008"
"Best Documentary/Non-Fiction Film",NA,"Ari Folman","Event-34-2008","tt1185616","Waltz with Bashir","nm0284369","Ari Folman",NA,NA,"034","2008"
"Best Foreign Film","Winner","Zhangke Jia","Event-34-2008","tt0859765","Still Life","nm0422605","Zhangke Jia",NA,NA,"034","2008"
"Best Foreign Film",NA,"Laurent Cantet","Event-34-2008","tt1068646","The Class","nm0134559","Laurent Cantet",NA,NA,"034","2008"
"Best Music","Winner","A.R. Rahman","Event-34-2008","tt1010048","Slumdog Millionaire","nm0006246","A.R. Rahman",NA,NA,"034","2008"
"Best Music",NA,"Alexandre Desplat","Event-34-2008","tt0421715","The Curious Case of Benjamin Button","nm0006035","Alexandre Desplat",NA,NA,"034","2008"
"Best Picture","Winner",NA,"Event-34-2008","tt0910970","WALL·E",NA,NA,NA,NA,"034","2008"
"Best Picture",NA,NA,"Event-34-2008","tt0468569","The Dark Knight",NA,NA,NA,NA,"034","2008"
"Best Production Design","Winner","Mark Friedberg","Event-34-2008","tt0383028","Synecdoche, New York","nm0295004","Mark Friedberg",NA,NA,"034","2008"
"Best Production Design",NA,"Nathan Crowley","Event-34-2008","tt0468569","The Dark Knight","nm0189769","Nathan Crowley",NA,NA,"034","2008"
"Best Screenplay","Winner","Mike Leigh","Event-34-2008","tt1045670","Happy-Go-Lucky","nm0005139","Mike Leigh",NA,NA,"034","2008"
"Best Screenplay",NA,"Charlie Kaufman","Event-34-2008","tt0383028","Synecdoche, New York","nm0442109","Charlie Kaufman",NA,NA,"034","2008"
"Best Supporting Actor","Winner","The Dark Knight","Event-34-2008","tt0468569","The Dark Knight","nm0005132","Heath Ledger",NA,NA,"034","2008"
"Best Supporting Actor",NA,"Happy-Go-Lucky","Event-34-2008","tt1045670","Happy-Go-Lucky","nm0550371","Eddie Marsan",NA,NA,"034","2008"
"Best Supporting Actress","Winner","Vicky Cristina Barcelona, Elegy","Event-34-2008","tt0497465","Vicky Cristina Barcelona","nm0004851","Penélope Cruz",NA,NA,"034","2008"
"Best Supporting Actress","Winner","Vicky Cristina Barcelona, Elegy","Event-34-2008","tt0974554","Elegy","nm0004851","Penélope Cruz",NA,NA,"034","2008"
"Best Supporting Actress",NA,"Doubt","Event-34-2008","tt0918927","Doubt","nm0205626","Viola Davis",NA,NA,"034","2008"
"Best Actor","Winner","Crazy Heart","Event-35-2009","tt1263670","Crazy Heart","nm0000313","Jeff Bridges",NA,NA,"035","2009"
"Best Actor",NA,"A Single Man","Event-35-2009","tt1315981","A Single Man","nm0000147","Colin Firth",NA,NA,"035","2009"
"Best Actress","Winner","Seraphine","Event-35-2009","tt1048171","Seraphine","nm0603446","Yolande Moreau",NA,NA,"035","2009"
"Best Actress",NA,"An Education","Event-35-2009","tt1174732","An Education","nm1659547","Carey Mulligan",NA,NA,"035","2009"
"Best Animation","Winner","Wes Anderson","Event-35-2009","tt0432283","Fantastic Mr. Fox","nm0027572","Wes Anderson",NA,NA,"035","2009"
"Best Animation",NA,"Pete Docter, Bob Peterson","Event-35-2009","tt1049413","Up","nm0230032","Pete Docter",NA,NA,"035","2009"
"Best Animation",NA,"Pete Docter, Bob Peterson","Event-35-2009","tt1049413","Up","nm0677037","Bob Peterson",NA,NA,"035","2009"
"Best Cinematography","Winner","Christian Berger","Event-35-2009","tt1149362","The White Ribbon","nm0074141","Christian Berger",NA,NA,"035","2009"
"Best Cinematography",NA,"Barry Ackroyd","Event-35-2009","tt0887912","The Hurt Locker","nm0010096","Barry Ackroyd",NA,NA,"035","2009"
"Best Director","Winner","The Hurt Locker","Event-35-2009","tt0887912","The Hurt Locker","nm0000941","Kathryn Bigelow",NA,NA,"035","2009"
"Best Director",NA,"The White Ribbon","Event-35-2009","tt1149362","The White Ribbon","nm0359734","Michael Haneke",NA,NA,"035","2009"
"Best Documentary/Non-Fiction Film","Winner","Agnès Varda","Event-35-2009","tt1129435","The Beaches of Agnès","nm0889513","Agnès Varda",NA,NA,"035","2009"
"Best Documentary/Non-Fiction Film","Winner","Louie Psihoyos","Event-35-2009","tt1313104","The Cove","nm2694309","Louie Psihoyos",NA,NA,"035","2009"
"Best Foreign Film","Winner","Olivier Assayas","Event-35-2009","tt0836700","Summer Hours","nm0000801","Olivier Assayas",NA,NA,"035","2009"
"Best Foreign Film",NA,"Michael Haneke","Event-35-2009","tt1149362","The White Ribbon","nm0359734","Michael Haneke",NA,NA,"035","2009"
"Best Music","Winner","T Bone Burnett, Stephen Bruton","Event-35-2009","tt1263670","Crazy Heart","nm0122439","T Bone Burnett",NA,NA,"035","2009"
"Best Music","Winner","T Bone Burnett, Stephen Bruton","Event-35-2009","tt1263670","Crazy Heart","nm0116775","Stephen Bruton",NA,NA,"035","2009"
"Best Music",NA,"Alexandre Desplat","Event-35-2009","tt0432283","Fantastic Mr. Fox","nm0006035","Alexandre Desplat",NA,NA,"035","2009"
"Best Picture","Winner",NA,"Event-35-2009","tt0887912","The Hurt Locker",NA,NA,NA,NA,"035","2009"
"Best Picture",NA,NA,"Event-35-2009","tt1193138","Up in the Air",NA,NA,NA,NA,"035","2009"
"Best Production Design","Winner","Philip Ivey","Event-35-2009","tt1136608","District 9","nm1134464","Philip Ivey",NA,NA,"035","2009"
"Best Production Design",NA,"Rick Carter, Robert Stromberg","Event-35-2009","tt0499549","Avatar","nm0141437","Rick Carter",NA,NA,"035","2009"
"Best Production Design",NA,"Rick Carter, Robert Stromberg","Event-35-2009","tt0499549","Avatar","nm0834902","Robert Stromberg",NA,NA,"035","2009"
"Best Screenplay","Winner","Jason Reitman, Sheldon Turner","Event-35-2009","tt1193138","Up in the Air","nm0718646","Jason Reitman",NA,NA,"035","2009"
"Best Screenplay","Winner","Jason Reitman, Sheldon Turner","Event-35-2009","tt1193138","Up in the Air","nm1417242","Sheldon Turner",NA,NA,"035","2009"
"Best Screenplay",NA,"Jesse Armstrong, Simon Blackwell, Armando Iannucci, Tony Roche","Event-35-2009","tt1226774","In the Loop","nm1104036","Jesse Armstrong",NA,NA,"035","2009"
"Best Screenplay",NA,"Jesse Armstrong, Simon Blackwell, Armando Iannucci, Tony Roche","Event-35-2009","tt1226774","In the Loop","nm1006581","Simon Blackwell",NA,NA,"035","2009"
"Best Screenplay",NA,"Jesse Armstrong, Simon Blackwell, Armando Iannucci, Tony Roche","Event-35-2009","tt1226774","In the Loop","nm0406334","Armando Iannucci",NA,NA,"035","2009"
"Best Screenplay",NA,"Jesse Armstrong, Simon Blackwell, Armando Iannucci, Tony Roche","Event-35-2009","tt1226774","In the Loop","nm0733988","Tony Roche",NA,NA,"035","2009"
"Best Supporting Actor","Winner","Inglourious Basterds","Event-35-2009","tt0361748","Inglourious Basterds","nm0910607","Christoph Waltz",NA,NA,"035","2009"
"Best Supporting Actor",NA,"In the Loop","Event-35-2009","tt1226774","In the Loop","nm0134922","Peter Capaldi",NA,NA,"035","2009"
"Best Supporting Actress","Winner","Precious","Event-35-2009","tt0929632","Precious","nm0594898","Mo'Nique",NA,NA,"035","2009"
"Best Supporting Actress",NA,"Up in the Air","Event-35-2009","tt1193138","Up in the Air","nm0447695","Anna Kendrick",NA,NA,"035","2009"
"Best Actor","Winner","The King's Speech","Event-36-2010","tt1504320","The King's Speech","nm0000147","Colin Firth",NA,NA,"036","2010"
"Best Actor",NA,"Carlos","Event-36-2010","tt1321865","Carlos","nm1183149","Edgar Ramírez",NA,NA,"036","2010"
"Best Actress","Winner","Mother","Event-36-2010","tt1216496","Mother","nm1067547","Hye-ja Kim",NA,NA,"036","2010"
"Best Actress",NA,"Winter's Bone","Event-36-2010","tt1399683","Winter's Bone","nm2225369","Jennifer Lawrence",NA,NA,"036","2010"
"Best Animation","Winner","Lee Unkrich","Event-36-2010","tt0435761","Toy Story 3","nm0881279","Lee Unkrich",NA,NA,"036","2010"
"Best Animation",NA,"Sylvain Chomet","Event-36-2010","tt0775489","The Illusionist","nm0158984","Sylvain Chomet",NA,NA,"036","2010"
"Best Cinematography","Winner","Matthew Libatique","Event-36-2010","tt0947798","Black Swan","nm0508732","Matthew Libatique",NA,NA,"036","2010"
"Best Cinematography",NA,"Roger Deakins","Event-36-2010","tt1403865","True Grit","nm0005683","Roger Deakins",NA,NA,"036","2010"
"Best Director","Winner","The Social Network","Event-36-2010","tt1285016","The Social Network","nm0000399","David Fincher",NA,NA,"036","2010"
"Best Director","Winner","Carlos","Event-36-2010","tt1321865","Carlos","nm0000801","Olivier Assayas",NA,NA,"036","2010"
"Best Documentary/Non-Fiction Film","Winner","Lixin Fan","Event-36-2010","tt1512201","Last Train Home","nm1292131","Lixin Fan",NA,NA,"036","2010"
"Best Documentary/Non-Fiction Film",NA,"Banksy","Event-36-2010","tt1587707","Exit Through the Gift Shop","nm2612991","Banksy",NA,NA,"036","2010"
"Best Foreign Film","Winner","Olivier Assayas","Event-36-2010","tt1321865","Carlos","nm0000801","Olivier Assayas",NA,NA,"036","2010"
"Best Foreign Film",NA,"Bong Joon Ho","Event-36-2010","tt1216496","Mother","nm0094435","Bong Joon Ho",NA,NA,"036","2010"
"Best Music","Winner","Alexandre Desplat","Event-36-2010","tt1139328","The Ghost Writer","nm0006035","Alexandre Desplat",NA,NA,"036","2010"
"Best Music","Winner","Trent Reznor, Atticus Ross","Event-36-2010","tt1285016","The Social Network","nm0722153","Trent Reznor",NA,NA,"036","2010"
"Best Music","Winner","Trent Reznor, Atticus Ross","Event-36-2010","tt1285016","The Social Network","nm1589604","Atticus Ross",NA,NA,"036","2010"
"Best Picture","Winner",NA,"Event-36-2010","tt1285016","The Social Network",NA,NA,NA,NA,"036","2010"
"Best Picture",NA,NA,"Event-36-2010","tt1321865","Carlos",NA,NA,NA,NA,"036","2010"
"Best Production Design","Winner","Guy Hendrix Dyas","Event-36-2010","tt1375666","Inception","nm0245596","Guy Hendrix Dyas",NA,NA,"036","2010"
"Best Production Design",NA,"Eve Stewart","Event-36-2010","tt1504320","The King's Speech","nm0829378","Eve Stewart",NA,NA,"036","2010"
"Best Screenplay","Winner","Aaron Sorkin","Event-36-2010","tt1285016","The Social Network","nm0815070","Aaron Sorkin",NA,NA,"036","2010"
"Best Screenplay",NA,"David Seidler","Event-36-2010","tt1504320","The King's Speech","nm0782436","David Seidler",NA,NA,"036","2010"
"Best Supporting Actor","Winner","A Prophet","Event-36-2010","tt1235166","A Prophet","nm0034390","Niels Arestrup",NA,NA,"036","2010"
"Best Supporting Actor",NA,"The King's Speech","Event-36-2010","tt1504320","The King's Speech","nm0001691","Geoffrey Rush",NA,NA,"036","2010"
"Best Supporting Actress","Winner","Animal Kingdom","Event-36-2010","tt1313092","Animal Kingdom","nm0915865","Jacki Weaver",NA,NA,"036","2010"
"Best Supporting Actress",NA,"The Ghost Writer","Event-36-2010","tt1139328","The Ghost Writer","nm0931404","Olivia Williams",NA,NA,"036","2010"
"Film of the Decade","Winner",NA,"Event-36-2010","tt0166924","Mulholland Drive",NA,NA,NA,NA,"036","2010"
"Film of the Decade",NA,NA,"Event-36-2010","tt0469494","There Will Be Blood",NA,NA,NA,NA,"036","2010"
"Film of the Decade",NA,NA,"Event-36-2010","tt0338013","Eternal Sunshine of the Spotless Mind",NA,NA,NA,NA,"036","2010"
"Film of the Decade",NA,NA,"Event-36-2010","tt1032846","4 Months, 3 Weeks and 2 Days",NA,NA,NA,NA,"036","2010"
"Film of the Decade",NA,NA,"Event-36-2010","tt0245574","And Your Mother Too",NA,NA,NA,NA,"036","2010"
"Film of the Decade",NA,NA,"Event-36-2010","tt0388795","Brokeback Mountain",NA,NA,NA,NA,"036","2010"
"Film of the Decade",NA,NA,"Event-36-2010","tt0477348","No Country for Old Men",NA,NA,NA,NA,"036","2010"
"Film of the Decade",NA,NA,"Event-36-2010","tt0375063","Sideways",NA,NA,NA,NA,"036","2010"
"Film of the Decade",NA,NA,"Event-36-2010","tt0245429","Spirited Away",NA,NA,NA,NA,"036","2010"
"Film of the Decade",NA,NA,"Event-36-2010","tt0120737","The Lord of the Rings: The Fellowship of the Ring",NA,NA,NA,NA,"036","2010"
"Film of the Decade",NA,NA,"Event-36-2010","tt0475276","United 93",NA,NA,NA,NA,"036","2010"
"Film of the Decade",NA,NA,"Event-36-2010","tt0244316","Yi Yi: A One and a Two...",NA,NA,NA,NA,"036","2010"
"Film of the Decade",NA,NA,"Event-36-2010","tt0443706","Zodiac",NA,NA,NA,NA,"036","2010"
"Best Actor","Winner","Shame, A Dangerous Method, X-Men: First Class, Jane Eyre","Event-37-2011","tt1723811","Shame","nm1055413","Michael Fassbender",NA,NA,"037","2011"
"Best Actor","Winner","Shame, A Dangerous Method, X-Men: First Class, Jane Eyre","Event-37-2011","tt1571222","A Dangerous Method","nm1055413","Michael Fassbender",NA,NA,"037","2011"
"Best Actor","Winner","Shame, A Dangerous Method, X-Men: First Class, Jane Eyre","Event-37-2011","tt1270798","X-Men: First Class","nm1055413","Michael Fassbender",NA,NA,"037","2011"
"Best Actor","Winner","Shame, A Dangerous Method, X-Men: First Class, Jane Eyre","Event-37-2011","tt1229822","Jane Eyre","nm1055413","Michael Fassbender",NA,NA,"037","2011"
"Best Actor",NA,"Take Shelter","Event-37-2011","tt1675192","Take Shelter","nm0788335","Michael Shannon",NA,NA,"037","2011"
"Best Actress","Winner","Poetry","Event-37-2011","tt1287878","Poetry","nm0950902","Yun Jeong-hie",NA,NA,"037","2011"
"Best Actress",NA,"Melancholia","Event-37-2011","tt1527186","Melancholia","nm0000379","Kirsten Dunst",NA,NA,"037","2011"
"Best Animation","Winner",NA,"Event-37-2011","tt1192628","Rango",NA,NA,NA,NA,"037","2011"
"Best Animation",NA,NA,"Event-37-2011","tt0983193","The Adventures of Tintin",NA,NA,NA,NA,"037","2011"
"Best Cinematography","Winner","Emmanuel Lubezki","Event-37-2011","tt0478304","The Tree of Life","nm0523881","Emmanuel Lubezki",NA,NA,"037","2011"
"Best Cinematography",NA,"Yu Cao","Event-37-2011","tt1124052","City of Life and Death","nm1230960","Yu Cao",NA,NA,"037","2011"
"Best Director","Winner","The Tree of Life","Event-37-2011","tt0478304","The Tree of Life","nm0000517","Terrence Malick",NA,NA,"037","2011"
"Best Director",NA,"Hugo","Event-37-2011","tt0970179","Hugo","nm0000217","Martin Scorsese",NA,NA,"037","2011"
"Best Documentary/Non-Fiction Film","Winner",NA,"Event-37-2011","tt1664894","Cave of Forgotten Dreams",NA,NA,NA,NA,"037","2011"
"Best Documentary/Non-Fiction Film",NA,NA,"Event-37-2011","tt1623008","The Arbor",NA,NA,NA,NA,"037","2011"
"Best Foreign Film","Winner","Chuan Lu","Event-37-2011","tt1124052","City of Life and Death","nm1283651","Chuan Lu",NA,NA,"037","2011"
"Best Foreign Film",NA,"Asghar Farhadi","Event-37-2011","tt1832382","A Separation","nm1410815","Asghar Farhadi",NA,NA,"037","2011"
"Best Music","Winner","Tom Rowlands, Ed Simons","Event-37-2011","tt0993842","Hanna","nm1217787","Tom Rowlands",NA,NA,"037","2011"
"Best Music","Winner","Tom Rowlands, Ed Simons","Event-37-2011","tt0993842","Hanna","nm1217938","Ed Simons",NA,NA,"037","2011"
"Best Music",NA,"Cliff Martinez","Event-37-2011","tt0780504","Drive","nm0553498","Cliff Martinez",NA,NA,"037","2011"
"Best Picture","Winner",NA,"Event-37-2011","tt1033575","The Descendants",NA,NA,NA,NA,"037","2011"
"Best Picture",NA,NA,"Event-37-2011","tt0478304","The Tree of Life",NA,NA,NA,NA,"037","2011"
"Best Production Design","Winner","Dante Ferretti","Event-37-2011","tt0970179","Hugo","nm0274721","Dante Ferretti",NA,NA,"037","2011"
"Best Production Design",NA,"Maria Djurkovic","Event-37-2011","tt1340800","Tinker Tailor Soldier Spy","nm0229319","Maria Djurkovic",NA,NA,"037","2011"
"Best Screenplay","Winner","Asghar Farhadi","Event-37-2011","tt1832382","A Separation","nm1410815","Asghar Farhadi",NA,NA,"037","2011"
"Best Screenplay",NA,"Alexander Payne, Nat Faxon, Jim Rash","Event-37-2011","tt1033575","The Descendants","nm0668247","Alexander Payne",NA,NA,"037","2011"
"Best Screenplay",NA,"Alexander Payne, Nat Faxon, Jim Rash","Event-37-2011","tt1033575","The Descendants","nm0269542","Nat Faxon",NA,NA,"037","2011"
"Best Screenplay",NA,"Alexander Payne, Nat Faxon, Jim Rash","Event-37-2011","tt1033575","The Descendants","nm0711110","Jim Rash",NA,NA,"037","2011"
"Best Supporting Actor","Winner","Beginners","Event-37-2011","tt1532503","Beginners","nm0001626","Christopher Plummer",NA,NA,"037","2011"
"Best Supporting Actor",NA,"Young Adult","Event-37-2011","tt1625346","Young Adult","nm0652663","Patton Oswalt",NA,NA,"037","2011"
"Best Supporting Actress","Winner","The Tree of Life, The Help, Take Shelter, The Debt, Coriolanus, Texas Killing Fields","Event-37-2011","tt0478304","The Tree of Life","nm1567113","Jessica Chastain",NA,NA,"037","2011"
"Best Supporting Actress","Winner","The Tree of Life, The Help, Take Shelter, The Debt, Coriolanus, Texas Killing Fields","Event-37-2011","tt1454029","The Help","nm1567113","Jessica Chastain",NA,NA,"037","2011"
"Best Supporting Actress","Winner","The Tree of Life, The Help, Take Shelter, The Debt, Coriolanus, Texas Killing Fields","Event-37-2011","tt1675192","Take Shelter","nm1567113","Jessica Chastain",NA,NA,"037","2011"
"Best Supporting Actress","Winner","The Tree of Life, The Help, Take Shelter, The Debt, Coriolanus, Texas Killing Fields","Event-37-2011","tt1226753","The Debt","nm1567113","Jessica Chastain",NA,NA,"037","2011"
"Best Supporting Actress","Winner","The Tree of Life, The Help, Take Shelter, The Debt, Coriolanus, Texas Killing Fields","Event-37-2011","tt1372686","Coriolanus","nm1567113","Jessica Chastain",NA,NA,"037","2011"
"Best Supporting Actress","Winner","The Tree of Life, The Help, Take Shelter, The Debt, Coriolanus, Texas Killing Fields","Event-37-2011","tt1389127","Texas Killing Fields","nm1567113","Jessica Chastain",NA,NA,"037","2011"
"Best Supporting Actress",NA,"Albert Nobbs","Event-37-2011","tt1602098","Albert Nobbs","nm0005216","Janet McTeer",NA,NA,"037","2011"
"Best Actor","Winner","The Master","Event-38-2012","tt1560747","The Master","nm0001618","Joaquin Phoenix",NA,NA,"038","2012"
"Best Actor",NA,"Holy Motors","Event-38-2012","tt2076220","Holy Motors","nm0491777","Denis Lavant",NA,NA,"038","2012"
"Best Actress","Winner","Amour","Event-38-2012","tt1602620","Amour","nm0728938","Emmanuelle Riva",NA,NA,"038","2012"
"Best Actress","Winner","Silver Linings Playbook","Event-38-2012","tt1045658","Silver Linings Playbook","nm2225369","Jennifer Lawrence",NA,NA,"038","2012"
"Best Animation","Winner","Tim Burton","Event-38-2012","tt1142977","Frankenweenie","nm0000318","Tim Burton",NA,NA,"038","2012"
"Best Animation",NA,"Don Hertzfeldt","Event-38-2012","tt2396224","It's Such a Beautiful Day","nm0381116","Don Hertzfeldt",NA,NA,"038","2012"
"Best Cinematography","Winner","Roger Deakins","Event-38-2012","tt1074638","Skyfall","nm0005683","Roger Deakins",NA,NA,"038","2012"
"Best Cinematography",NA,"Mihai Malaimare Jr.","Event-38-2012","tt1560747","The Master","nm1893246","Mihai Malaimare Jr.",NA,NA,"038","2012"
"Best Director","Winner","The Master","Event-38-2012","tt1560747","The Master","nm0000759","Paul Thomas Anderson",NA,NA,"038","2012"
"Best Director",NA,"Zero Dark Thirty","Event-38-2012","tt1790885","Zero Dark Thirty","nm0000941","Kathryn Bigelow",NA,NA,"038","2012"
"Best Documentary/Non-Fiction Film","Winner","Dror Moreh","Event-38-2012","tt2309788","The Gatekeepers","nm0603466","Dror Moreh",NA,NA,"038","2012"
"Best Documentary/Non-Fiction Film",NA,"Malik Bendjelloul","Event-38-2012","tt2125608","Searching for Sugar Man","nm0070594","Malik Bendjelloul",NA,NA,"038","2012"
"Best Editing","Winner","Dylan Tichenor, William Goldenberg","Event-38-2012","tt1790885","Zero Dark Thirty","nm0862664","Dylan Tichenor",NA,NA,"038","2012"
"Best Editing","Winner","Dylan Tichenor, William Goldenberg","Event-38-2012","tt1790885","Zero Dark Thirty","nm0325549","William Goldenberg",NA,NA,"038","2012"
"Best Editing",NA,"William Goldenberg","Event-38-2012","tt1024648","Argo","nm0325549","William Goldenberg",NA,NA,"038","2012"
"Best Foreign Film","Winner","Leos Carax","Event-38-2012","tt2076220","Holy Motors","nm0136021","Leos Carax",NA,NA,"038","2012"
"Best Foreign Film",NA,"Joseph Cedar","Event-38-2012","tt1445520","Footnote","nm0147737","Joseph Cedar",NA,NA,"038","2012"
