"item","imdb","distid","distributor"
"http://www.wikidata.org/entity/Q27962773","tt0014479","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q7771412","tt0159072","http://www.wikidata.org/entity/Q540590","Mutual Film"
"http://www.wikidata.org/entity/Q61664926","tt0012228","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q55636336","tt0009729","http://www.wikidata.org/entity/Q3368737","Pathé Exchange"
"http://www.wikidata.org/entity/Q121298000","tt11702252","http://www.wikidata.org/entity/Q5597985","Gravitas Ventures"
"http://www.wikidata.org/entity/Q15918561","tt0010272","http://www.wikidata.org/entity/Q1414304","Film Booking Offices of America"
"http://www.wikidata.org/entity/Q112114745","tt14849194","http://www.wikidata.org/entity/Q649649","Focus Features"
"http://www.wikidata.org/entity/Q7257203","tt0472156","http://www.wikidata.org/entity/Q812893","Beacon Pictures"
"http://www.wikidata.org/entity/Q17639955","tt0012654","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q55762052","tt0011889","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q56736603","tt0017388","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q58762353","tt0179521","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q60738438","tt0015118","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q60738516","tt0014587","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q63119118","tt0013647","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q929749","tt0008570","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q30634316","tt0010399","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q62595494","tt0012623","http://www.wikidata.org/entity/Q3368737","Pathé Exchange"
"http://www.wikidata.org/entity/Q15679244","tt0015337","http://www.wikidata.org/entity/Q7247697","Producers Distributing Corporation"
"http://www.wikidata.org/entity/Q56736614","tt0017424","http://www.wikidata.org/entity/Q7247697","Producers Distributing Corporation"
"http://www.wikidata.org/entity/Q111700745","tt18394428","http://www.wikidata.org/entity/Q21189826","Tubi"
"http://www.wikidata.org/entity/Q106362955","tt9024096","http://www.wikidata.org/entity/Q65359104","Max"
"http://www.wikidata.org/entity/Q7752228","tt0005770","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q15252427","tt0006321","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q17028989","tt0015371","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q18709104","tt0008021","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q18915050","tt0012307","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q19059441","tt0013605","http://www.wikidata.org/entity/Q159846","Paramount Pictures"
"http://www.wikidata.org/entity/Q4019478","tt0009793","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q115932556","tt12584954","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q7751285","tt0021143","http://www.wikidata.org/entity/Q200976","Associated British Picture Corporation"
"http://www.wikidata.org/entity/Q18152509","tt0159532","http://www.wikidata.org/entity/Q2059104","VCA Pictures"
"http://www.wikidata.org/entity/Q21869450","tt0011337","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q26720560","tt0010902","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q52781693","tt0015978","http://www.wikidata.org/entity/Q2644123","Fox Film Corporation"
"http://www.wikidata.org/entity/Q104856354","tt5932368","http://www.wikidata.org/entity/Q515869","Lionsgate"
"http://www.wikidata.org/entity/Q4019544","tt0013761","http://www.wikidata.org/entity/Q1188369","First National"
"http://www.wikidata.org/entity/Q62018326","tt0127654","http://www.wikidata.org/entity/Q1414304","Film Booking Offices of America"
"http://www.wikidata.org/entity/Q115932556","tt12584954","http://www.wikidata.org/entity/Q8016302","Warner Bros. Pictures"
"http://www.wikidata.org/entity/Q7760894","tt0007265","http://www.wikidata.org/entity/Q8035724","World Film Company"
"http://www.wikidata.org/entity/Q7742456","tt0011334","http://www.wikidata.org/entity/Q18484179","Select Pictures Corp."
"http://www.wikidata.org/entity/Q110903689","tt8851148","http://www.wikidata.org/entity/Q27903045","Paramount+"
"http://www.wikidata.org/entity/Q4660128","tt0025894","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q7457324","tt0032713","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q20649838","tt0189984","http://www.wikidata.org/entity/Q188307","The Salvation Army"
"http://www.wikidata.org/entity/Q50413269","tt9853686","http://www.wikidata.org/entity/Q907311","Netflix"
"http://www.wikidata.org/entity/Q106371602","tt6349210","http://www.wikidata.org/entity/Q4785214","Arcana Studio"
"http://www.wikidata.org/entity/Q22315057","tt6449342","http://www.wikidata.org/entity/Q4831520","Ayngaran International"
"http://www.wikidata.org/entity/Q106371602","tt6349210","http://www.wikidata.org/entity/Q5597985","Gravitas Ventures"
"http://www.wikidata.org/entity/Q5277997","tt10127850","http://www.wikidata.org/entity/Q7638437","Sun Pictures"
"http://www.wikidata.org/entity/Q4926523","tt1444300","http://www.wikidata.org/entity/Q7809780","Titan View"
"http://www.wikidata.org/entity/Q107460063","tt15009428","http://www.wikidata.org/entity/Q62446736","Apple TV+"
"http://www.wikidata.org/entity/Q123116668","tt21335356","http://www.wikidata.org/entity/Q67765302","Peacock"
"http://www.wikidata.org/entity/Q7966850","tt0024748","http://www.wikidata.org/entity/Q168383","Universal Pictures"
"http://www.wikidata.org/entity/Q118322393","tt15035506","http://www.wikidata.org/entity/Q27903045","Paramount+"
"http://www.wikidata.org/entity/Q118525504","tt25289836","http://www.wikidata.org/entity/Q27903045","Paramount+"
"http://www.wikidata.org/entity/Q111260098","tt16969742","http://www.wikidata.org/entity/Q47695407","Walt Disney Studios Motion Pictures International"
"http://www.wikidata.org/entity/Q116786106","tt11820950","http://www.wikidata.org/entity/Q1816526","Madman Entertainment"
"http://www.wikidata.org/entity/Q116786106","tt11820950","http://www.wikidata.org/entity/Q5383759","MGM+"
